User ID,Tweet ID,Date,Text,Likes,Retweets
35854162,1442544742575730688,2021-09-27,ready to take your crypto to the next level?? btc campus isthe leading platform for crypto edcucation!! join nowgt;gt; crypto cryptocurrency bitcoin mining etherum helium doge btc eth wealth entrpreneur,0,0
1407317037962170381,1442544740499660800,2021-09-27,retweet if you are bullish on bitcoin ethereum bitcoin eth bnb dot crypto cryptocurrency binance binancesmartchain,1,0
1440187658597122049,1442544740172402688,2021-09-27,great project pancakeswap bsc bnb crypto bitcoin,0,0
1430893411968589827,1442544737169248256,2021-09-27,really very good project nttc polygon bitcoin ethereum binance,0,0
1385882965935157251,1442544732228308992,2021-09-27,singapore will not be able to access certain functions on link: crypto cryptocurrency binance binancesmartchain bitcoin btc ethereum eth blockchain,0,1
2414053254,1442544726381522947,2021-09-27,bitcoin 48k and its a sunny saturday,0,0
1137813290376212480,1442544717263249408,2021-09-27,"we don't buy bitcoin we earn bitcoin from mining i'm ready to show 10 lucky people how to earn 0.1btc 4,300 and more daily! no referral no withdrawal fees if interested, kindly send a dm",0,0
1377745682493235201,1442544708744622084,2021-09-27,"definitely the future . how to bankrupt yourself in seconds . ah wait, it doesn't even settle in seconds, you can have a coffee until the transaction goes through. but hopefully you didn't pay the coffee with bitcoin, it might be cold until transaction goes through",0,0
1377807886055706627,1442544708060737538,2021-09-27,"i have participated in following the guidelines and rules of this airdrop, i hope that many people will be lucky to get a prize from this airdrop. inf4mation inf4 bitcoin ethereum blockchain",0,0
1221006199,1442544707611942918,2021-09-27,all the unbankables already understand that you buy bitcoin and wait. you don't wait for bitcoin to drop and think you will buy,0,0
50698051,1442544706668404737,2021-09-27,perfect. i would like to buy more bitcoin below 45k. i hope this plays out.,0,0
4441279246,1442544694106353665,2021-09-27,the only people that don't like bitcoin don't understand it. it's unfortunate that some of the older generation is not willing to learn new technology.,1,0
947965602882187264,1442544691946291205,2021-09-27,easy entry into nfts read below nft skvllpvnkz nftart nftcommunity nftcollector bayc kengriffinlied lazylions lazylionsnft newworldmmo loversoftheredsky nfl fortnite bitcoin eth,1,1
1436448955806756864,1442544688641175555,2021-09-27,we are listed on starewards to the moon. earn bitcoin with us thank you,0,0
1400473753461542913,1442544685994561538,2021-09-27,"a good project and strong team in a predictable and transparent road map, planned and projected, this is very interesting project, i am interested and i will support this project. inf4mation inf4 bitcoin ethereum blockchain",2,2
1361296912683524097,1442544684790812672,2021-09-27,i hope the bears will go into hibernation soon. bitcoin,0,0
109042504,1442544682731442189,2021-09-27,pretty cool.,0,0
1395375967057629184,1442544675441709058,2021-09-27,you look me right in the chin and tell me bitcoin isnt fuck you technology.,0,0
1442534547464220679,1442544675328446464,2021-09-27,"the maximum profit of babydog was nearly 600 times when they were in the primary market, and 280,000 times when shib tokens were at their peak can you get these profits in the secondary market? so my belief is always the primary market encryption bitcoin babydoge shiba",0,0
3224463214,1442544675177435138,2021-09-27,actually will increase price. black market will make bitcoin trade at premium in china. ban will also encourage hodl to not transact and risk being caught.,6,0
1394002686874316801,1442544673306800138,2021-09-27,really hope! bitcoin will go without any further dips! already tired of dips!! dip after dip and the another dip also keep dipping btc bitcoin,0,0
1428936245196042240,1442544656877858817,2021-09-27,should have someone in for the bitcoin side debate.,0,0
87494620,1442544643971825669,2021-09-27,monsoon blockchain powers rise of bitcoin latinum yahoo finance,0,0
1404895823104811016,1442544643749687299,2021-09-27,cryptoworld sihbainutoken stocks hodl dogs webull shib dot finance shibainu shibarium shibarmy blockchain newcryptocurrency altseason leash shib saita cardano cake saita binance leash ltc currency elonmusk inu bitcoin timeforcrypto xrpstandard,0,0
1353024340925812738,1442544638343069698,2021-09-27,"best project ever , i am very happy to be participating in this project. i hope this project will gain more popularity in the future. pancakeswap bsc bnb crypto bitcoin",0,0
1300315360160251906,1442544635218313222,2021-09-27,cardano summit 2021: round up day 2 cardano ada eth btc bitcoin stake and join our discord for more cardano,0,0
1441199685612412930,1442544632521392134,2021-09-27,"very good projects, in predictable and transparent roadmaps, planned and projected. i think in the near future i will see an unprecedented growth of this projectsfire inf4mation inf4 bitcoin ethereum blockchain",0,0
